Location,Product_Description,Product_Category,Quantity,Avg_Price
California,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,16.5
California,Google 3/4 Sleeve Raglan Badge Henley Black,Apparel,1.0,23.92
California,Google Men's  Zip Hoodie,Apparel,1.0,46.21
California,YouTube Men's Fleece Hoodie Black,Apparel,1.0,46.21
California,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,3.0,14.02
California,Google Vintage Henley Grey/Black,Apparel,1.0,24.75
California,Google Men's Long Sleeve Raglan Cranberry,Apparel,1.0,20.62
California,Google Men's  Zip Hoodie,Apparel,1.0,46.21
California,Android Heavyweight Long Sleeve Badge Tee Black,Apparel,1.0,41.26
California,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,17.53
California,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,19.59
California,Google Onesie Royal Blue,Apparel,1.0,19.8
California,Google Twill Cap,Apparel,1.0,11.34
Chicago,Google Women's Long Sleeve Tee Lavender,Apparel,1.0,24.75
Chicago,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,61.89
Chicago,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78
Chicago,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,20.62
Chicago,Google Women's Tee Grey,Apparel,1.0,19.8
Chicago,Google Onesie Red/Graphite,Apparel,1.0,19.8
Chicago,Google Toddler Hoodie Royal Blue,Apparel,1.0,31.35
California,Google Toddler 1/4 Zip Fleece Pewter,Apparel,1.0,31.35
Chicago,Google Toddler 1/4 Zip Fleece Pewter,Apparel,1.0,31.35
Chicago,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1.0,19.8
Chicago,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1.0,19.8
Chicago,Android Infant Short Sleeve Tee Aqua,Apparel,1.0,14.02
Chicago,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,16.5
Chicago,Google Women's Vintage Hero Tee White,Apparel,1.0,15.67
California,Android BTTF Moonshot Graphic Tee,Apparel,1.0,20.62
California,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,1.0,19.59
New York,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,20.62
New York,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,17.53
New York,Google Infant Zip Hood Royal Blue,Apparel,1.0,31.35
New York,Google Twill Cap,Apparel,1.0,11.34
Washington DC,YouTube Twill Cap,Apparel,1.0,9.07
California,YouTube Women's Fleece Hoodie Black,Apparel,1.0,46.21
New Jersey,YouTube Men's Fleece Hoodie Black,Apparel,1.0,46.21
California,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,17.53
Chicago,Google 3/4 Sleeve Raglan Badge Henley Black,Apparel,1.0,25.78
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,2.0,17.53
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,2.0,17.53
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,4.0,17.53
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,2.0,17.53
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,2.0,17.53
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,2.0,17.53
Chicago,Google Onesie Red,Apparel,4.0,19.8
Chicago,YouTube Women's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.67
Chicago,YouTube Women's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.67
Chicago,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1.0,28.88
Chicago,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1.0,28.88
Chicago,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1.0,90.77
Chicago,Google Men's Performance Hero Tee Gunmetal,Apparel,1.0,18.15
Chicago,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Apparel,1.0,15.67
New York,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,4.0,17.53
New York,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,2.0,17.53
New York,YouTube Women's Fleece Hoodie Black,Apparel,1.0,46.21
New York,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,20.62
Chicago,Google Twill Cap,Apparel,1.0,11.34
New York,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,16.5
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,14.02
New York,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,2.0,19.59
New York,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,6.0,19.59
New York,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,2.0,19.59
New York,Google Women's Scoop Neck Tee Green,Apparel,2.0,20.62
New York,Google Women's Scoop Neck Tee Green,Apparel,2.0,20.62
New York,Google Onesie Green,Apparel,1.0,24.75
New York,Google Men's Quilted Insulated Vest Black,Apparel,1.0,77.36
New York,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1.0,77.36
New York,Google Women's Fleece Hoodie,Apparel,1.0,57.76
Chicago,Google Women's Performance Golf Polo Blue,Apparel,1.0,59.83
New Jersey,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,61.89
New Jersey,YouTube Men's Fleece Hoodie Black,Apparel,1.0,57.76
New Jersey,YouTube Youth Short Sleeve Tee Red,Apparel,1.0,19.59
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,14.02
New Jersey,Android BTTF Cosmos Graphic Tee,Apparel,1.0,16.5
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,14.02
New Jersey,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1.0,15.67
California,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,17.53
New York,Google Tri-blend Hoodie Grey,Apparel,1.0,41.26
New Jersey,YouTube Men's Short Sleeve Hero Tee White,Apparel,1.0,17.53
New Jersey,Android Men's  Zip Hoodie,Apparel,1.0,57.76
New Jersey,YouTube Men's Fleece Hoodie Black,Apparel,1.0,57.76
New Jersey,Google Onesie Red,Apparel,3.0,19.8
New Jersey,Google Onesie Red,Apparel,2.0,19.8
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,17.53
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,8.0,17.53
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,10.0,17.53
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,8.0,17.53
New Jersey,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,3.0,19.59
New Jersey,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,4.0,19.59
New Jersey,Android Women's Fleece Hoodie,Apparel,1.0,46.21
New York,Google Twill Cap,Apparel,1.0,11.34
New York,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,20.62
New York,Google Women's Fleece Hoodie,Apparel,1.0,46.21
New York,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1.0,18.15
New York,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1.0,18.15
New York,Android BTTF Moonshot Graphic Tee,Apparel,1.0,16.5
New York,Android Lifted Men's Short Sleeve Tee Blue,Apparel,1.0,16.5
New York,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1.0,16.5
New York,Android Twill Cap,Apparel,5.0,9.07
Washington DC,Google Men's Short Sleeve Hero Tee Heather,Apparel,1.0,19.59
Washington DC,Google Men's  Zip Hoodie,Apparel,1.0,46.21
California,Google Men's  Zip Hoodie,Apparel,1.0,57.76
California,Android BTTF Cosmos Graphic Tee,Apparel,2.0,20.62
California,Android BTTF Cosmos Graphic Tee,Apparel,1.0,20.62
California,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,2.0,20.62
California,Android Men's Take Charge Short Sleeve Tee Purple,Apparel,2.0,20.62
California,Google Tri-blend Hoodie Grey,Apparel,2.0,41.26
California,Google Tri-blend Hoodie Grey,Apparel,1.0,41.26
California,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,14.02
California,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,14.02
California,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,61.89
California,Google Men's  Zip Hoodie,Apparel,1.0,46.21
California,Google Women's Fleece Hoodie,Apparel,1.0,57.76
California,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,17.53
California,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,2.0,17.53
California,Android Heavyweight Long Sleeve Badge Tee Black,Apparel,1.0,41.26
California,Google Men's  Zip Hoodie,Apparel,1.0,57.76
California,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,14.02
California,Men's Softshell Jacket Black/Grey,Apparel,1.0,102.12
California,Men's Softshell Jacket Black/Grey,Apparel,1.0,81.7
California,Men's Softshell Jacket Black/Grey,Apparel,1.0,81.7
California,Google Men's Lightweight Microfleece Jacket Black,Apparel,2.0,61.89
California,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Apparel,1.0,61.89
California,Google Men's  Zip Hoodie,Apparel,1.0,46.21
California,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,14.02
California,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,17.53
California,Android Men's Engineer Short Sleeve Tee Charcoal,Apparel,1.0,20.62
California,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,17.53
California,YouTube Twill Cap,Apparel,1.0,11.34
California,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,1.0,20.62
California,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,17.53
California,Google Women's Lightweight Microfleece Jacket,Apparel,1.0,77.36
California,Google Twill Cap,Apparel,1.0,9.07
California,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,14.02
California,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,14.02
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,17.53
Washington DC,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,16.5
Washington DC,Google Men's Pullover Hoodie Grey,Apparel,1.0,42.91
Washington DC,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,19.59
Washington DC,Google Men's  Zip Hoodie,Apparel,1.0,46.21
Washington DC,Google Men's Short Sleeve Performance Badge Tee Charcoal,Apparel,1.0,45.38
Washington DC,Google Youth Short Sleeve T-shirt Yellow,Apparel,1.0,15.67
New York,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1.0,19.59
New York,Google Men's Pullover Hoodie Grey,Apparel,1.0,42.91
New York,YouTube Men's Fleece Hoodie Black,Apparel,1.0,57.76
New York,Google Men's Skater Tee Grey,Apparel,1.0,20.62
New York,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1.0,22.69
New York,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1.0,24.75
New York,Google Men's Quilted Insulated Vest Black,Apparel,1.0,61.89
New York,Google Men's Vintage Badge Tee Black,Apparel,1.0,15.67
New York,Google Men's Short Sleeve Performance Badge Tee Charcoal,Apparel,1.0,45.38
New York,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1.0,18.15
New York,Google Men's  Zip Hoodie,Apparel,1.0,46.21
New York,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,61.89
New York,Google Tri-blend Hoodie Grey,Apparel,1.0,33.0
New York,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,1.0,18.15
New York,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,2.0,19.59
New York,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1.0,19.59
New York,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02
New York,Google Men's  Zip Hoodie,Apparel,1.0,46.21
New York,Android Lifted Men's Short Sleeve Tee Blue,Apparel,2.0,16.5
New York,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,2.0,15.67
New York,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,2.0,14.02
New York,Google Men's Performance Hero Tee Gunmetal,Apparel,2.0,18.15
New York,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,2.0,16.5
New York,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,2.0,14.02
New York,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1.0,17.53
New York,YouTube Infant Short Sleeve Tee Red,Apparel,1.0,17.53
New York,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,Apparel,1.0,16.5
New York,YouTube Twill Cap,Apparel,1.0,11.34
New York,Google Twill Cap,Apparel,1.0,11.34
Washington DC,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,16.5
Washington DC,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,2.0,16.5
Washington DC,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,20.62
Washington DC,Google Tri-blend Hoodie Grey,Apparel,1.0,33.0
Washington DC,Google Men's Pullover Hoodie Grey,Apparel,1.0,42.91
Washington DC,Google Men's  Zip Hoodie,Apparel,1.0,57.76
Chicago,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,77.36
Chicago,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78
California,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,19.59
California,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,Apparel,1.0,20.62
New York,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1.0,19.59
Chicago,Google Men's  Zip Hoodie,Apparel,1.0,46.21
Washington DC,YouTube Twill Cap,Apparel,1.0,11.34
Washington DC,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1.0,16.5
Washington DC,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1.0,14.02
Washington DC,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02
Washington DC,Google Men's Vintage Badge Tee Black,Apparel,2.0,15.67
Washington DC,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,2.0,17.53
Washington DC,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,2.0,17.53
Washington DC,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,14.02
Washington DC,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.67
Washington DC,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,14.02
Washington DC,Google Men's Bayside Graphic Tee,Apparel,1.0,20.62
Washington DC,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.67
Washington DC,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.67
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,3.0,14.02
California,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,2.0,14.02
California,Google Women's Short Sleeve Hero Tee Black,Apparel,3.0,14.02
California,Google Men's  Zip Hoodie,Apparel,3.0,46.21
California,Google Men's  Zip Hoodie,Apparel,2.0,46.21
California,Google Women's Fleece Hoodie,Apparel,3.0,46.21
California,Google Twill Cap,Apparel,1.0,9.07
California,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1.0,17.53
California,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1.0,17.53
New York,Google Women's Short Sleeve Hero Tee Grey,Apparel,1.0,17.53
New York,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78
New York,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,1.0,18.15
New York,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1.0,18.15
New York,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,19.59
New York,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,19.59
New York,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,19.59
New York,Men's Weatherblock Shell Jacket Black,Apparel,1.0,95.93
New York,Men's Weatherblock Shell Jacket Black,Apparel,1.0,95.93
New York,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78
New York,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78
New York,Google Vintage Henley Grey/Black,Apparel,1.0,30.94
New York,Google Women's Long Sleeve Tee Lavender,Apparel,1.0,24.75
New York,Google Women's Scoop Neck Tee White,Apparel,1.0,20.62
New York,Google Women's Scoop Neck Tee White,Apparel,1.0,20.62
New York,Google Women's Scoop Neck Tee White,Apparel,1.0,20.62
New York,Google Women's Scoop Neck Tee White,Apparel,1.0,20.62
New York,Women's Performance Full Zip Jacket Black,Apparel,1.0,123.79
New York,Women's Performance Full Zip Jacket Black,Apparel,1.0,123.79
New York,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1.0,19.8
New York,Google Men's  Zip Hoodie,Apparel,1.0,46.21
New York,Google Women's Lightweight Microfleece Jacket,Apparel,1.0,61.89
Chicago,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,16.5
Chicago,YouTube Youth Short Sleeve Tee Red,Apparel,1.0,15.67
Chicago,Google Women's Lightweight Microfleece Jacket,Apparel,1.0,77.36
California,Google Men's  Zip Hoodie,Apparel,2.0,57.76
California,Google Men's Pullover Hoodie Grey,Apparel,1.0,42.91
Chicago,Google Men's  Zip Hoodie,Apparel,2.0,46.21
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,17.53
Chicago,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,19.59
Chicago,Google Men's  Zip Hoodie,Apparel,1.0,57.76
Chicago,Google Onesie Green,Apparel,1.0,24.75
Chicago,Google Onesie Red,Apparel,1.0,24.75
Chicago,Google Infant Short Sleeve Tee Red,Apparel,1.0,17.53
Chicago,Google Toddler Short Sleeve Tee White,Apparel,1.0,17.53
Chicago,YouTube Men's Fleece Hoodie Black,Apparel,1.0,57.76
California,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.67
California,Android Youth Short Sleeve T-shirt Pewter,Apparel,1.0,15.67
California,Android Youth Short Sleeve T-shirt Pewter,Apparel,1.0,15.67
California,Google Men's  Zip Hoodie,Apparel,1.0,46.21
California,Google Men's  Zip Hoodie,Apparel,1.0,57.76
California,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,5.0,14.02
California,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02
California,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,4.0,14.02
California,Google Women's Short Sleeve Hero Tee Black,Apparel,6.0,14.02
Chicago,Google Women's Short Sleeve Hero Tee Black,Apparel,1.0,14.02
New York,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,10.0,18.15
New York,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,21.0,17.28
New York,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,8.0,18.15
New York,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,3.0,18.15
New York,Google Women's Short Sleeve Performance Tee Black,Apparel,3.0,18.15
New York,Google Women's Short Sleeve Performance Tee Black,Apparel,10.0,18.15
New York,Google Women's Short Sleeve Performance Tee Black,Apparel,2.0,18.15
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,14.02
Chicago,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,61.89
Chicago,YouTube Women's Fleece Hoodie Black,Apparel,1.0,46.21
New York,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,1.0,20.62
New York,Google Men's Quilted Insulated Vest Black,Apparel,1.0,77.36
New York,Google Men's  Zip Hoodie,Apparel,1.0,46.21
New York,Google Women's 1/4 Zip Jacket Charcoal,Apparel,1.0,113.47
New York,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,1.0,19.59
New York,Android Men's 3/4 Sleeve Raglan Henley Black,Apparel,1.0,25.78
New York,Android Toddler Short Sleeve T-shirt Pewter,Apparel,1.0,17.53
New York,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,Apparel,1.0,20.62
New York,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1.0,19.59
New York,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,17.53
New York,Women's Performance Full Zip Jacket Black,Apparel,1.0,123.79
Chicago,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1.0,17.53
Chicago,YouTube Twill Cap,Apparel,1.0,11.34
New York,Google Youth Girl Tee Green,Apparel,1.0,15.67
New York,Google Youth Girl Hoodie,Apparel,1.0,36.31
New York,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,1.0,22.69
New York,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,17.53
New York,Men's Weatherblock Shell Jacket Black,Apparel,1.0,95.93
New York,Men's Softshell Jacket Black/Grey,Apparel,1.0,102.12
New York,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1.0,36.1
New York,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,14.02
New York,Google Men's Pullover Hoodie Grey,Apparel,1.0,42.91
New York,Google Youth Girl Hoodie,Apparel,1.0,36.31
New York,Google Twill Cap,Apparel,12.0,9.07
New York,Android Twill Cap,Apparel,1.0,22.69
New York,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,20.62
New York,Google Men's Quilted Insulated Vest Black,Apparel,1.0,77.36
New York,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78
New York,Google Women's 1/4 Zip Performance Pullover Black,Apparel,1.0,67.05
California,Google Youth Baseball Raglan Heather/Black,Apparel,1.0,25.78
California,YouTube Men's Vintage Henley,Apparel,1.0,30.94
California,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,17.53
California,Google Women's Short Sleeve Hero Tee Black,Apparel,1.0,17.53
California,Men's Softshell Jacket Black/Grey,Apparel,1.0,81.7
California,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,5.0,17.53
California,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,5.0,17.53
California,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,16.5
California,Google Women's Yoga Pants,Apparel,1.0,81.7
California,Google Women's Vintage Hero Tee Lavender,Apparel,1.0,15.67
California,Google Twill Cap,Apparel,1.0,9.07
California,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,5.0,14.02
California,Men's Softshell Jacket Black/Grey,Apparel,1.0,81.7
California,Android Heavyweight Long Sleeve Badge Tee Black,Apparel,1.0,41.26
California,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,14.02
California,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1.0,15.67
California,Google Men's  Zip Hoodie,Apparel,1.0,46.21
California,Google Women's Fleece Hoodie,Apparel,1.0,46.21
California,Google Women's Fleece Hoodie,Apparel,1.0,46.21
California,YouTube Twill Cap,Apparel,4.0,9.07
California,Google Men's Vintage Badge Tee Sage,Apparel,1.0,15.67
New York,Android Youth Short Sleeve T-shirt Pewter,Apparel,1.0,19.59
New York,Google Youth Baseball Raglan Heather/Black,Apparel,1.0,25.78
New York,Google Youth Short Sleeve Tee White,Apparel,1.0,19.59
New York,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02
California,Google Twill Cap,Apparel,1.0,9.07
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,17.53
California,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1.0,18.15
California,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1.0,18.15
California,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1.0,18.15
California,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1.0,18.15
New Jersey,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,2.0,16.5
New Jersey,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,16.5
New Jersey,Google Men's  Zip Hoodie,Apparel,4.0,46.21
California,Google Women's Fleece Hoodie,Apparel,2.0,46.21
California,Android Infant Short Sleeve Tee Aqua,Apparel,1.0,14.02
California,Android Infant Short Sleeve Tee Pink,Apparel,1.0,14.02
California,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,61.89
California,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1.0,17.53
California,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1.0,90.77
California,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1.0,18.15
California,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1.0,18.15
California,Google Men's Quilted Insulated Vest Black,Apparel,1.0,77.36
New Jersey,YouTube Men's Fleece Hoodie Black,Apparel,1.0,46.21
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,17.53
New Jersey,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,19.59
New Jersey,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,2.0,20.62
New Jersey,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,1.0,20.62
New Jersey,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Apparel,1.0,77.36
New Jersey,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,17.53
New Jersey,Android Men's Engineer Short Sleeve Tee Charcoal,Apparel,1.0,16.5
New Jersey,Android Men's Engineer Short Sleeve Tee Charcoal,Apparel,2.0,16.5
New Jersey,Android Toddler Short Sleeve T-shirt Pewter,Apparel,1.0,14.02
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,14.02
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02
New Jersey,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,3.0,14.02
New Jersey,Google Toddler Short Sleeve T-shirt Green,Apparel,1.0,14.02
New Jersey,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,19.59
New Jersey,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78
New Jersey,Google Men's Vintage Tank,Apparel,1.0,21.65
New Jersey,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1.0,24.75
New Jersey,YouTube Men's Vintage Henley,Apparel,1.0,30.94
Chicago,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,17.53
Chicago,Google Twill Cap,Apparel,1.0,11.34
California,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,1.0,16.5
California,YouTube Youth Short Sleeve Tee Red,Apparel,1.0,19.59
California,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02
California,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02
California,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,14.02
California,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,14.02
California,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1.0,15.67
California,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,14.02
California,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1.0,15.67
California,Google Men's  Zip Hoodie,Apparel,1.0,46.21
California,Google Women's Vintage Hero Tee White,Apparel,1.0,19.59
California,Google Women's Vintage Hero Tee Black,Apparel,1.0,15.67
